territorio_id,nome_territorio,dominio_orcrim,area_fm_ids,geom_quality,geometry_wkt
1212,ARATICUM,Milícia,,ok,"POLYGON ((-43.32936 -22.958184, -43.328862 -22.958203, -43.328894 -22.958001, -43.328706 -22.957981, -43.32869 -22.957818, -43.329006 -22.957769, -43.328904 -22.957561, -43.328625 -22.957339, -43.328786 -22.957176, -43.328647 -22.956978, -43.328443 -22.957191, -43.328175 -22.956751, -43.328411 -22.956573, -43.328336 -22.956386, -43.328105 -22.956479, -43.327934 -22.956405, -43.327735 -22.956272, -43.328009 -22.956119, -43.327858 -22.955951, -43.327821 -22.955689, -43.328116 -22.95558, -43.328062 -22.955363, -43.32803 -22.95525, -43.328105 -22.955116, -43.328218 -22.954993, -43.328513 -22.955067, -43.328819 -22.954933, -43.32876 -22.954746, -43.328963 -22.954696, -43.329071 -22.954652, -43.329296 -22.954583, -43.329478 -22.954859, -43.329736 -22.955101, -43.330321 -22.955516, -43.330519 -22.955694, -43.330723 -22.955798, -43.330943 -22.95604, -43.331013 -22.955956, -43.331088 -22.955916, -43.331168 -22.956361, -43.331238 -22.956465, -43.331699 -22.956494, -43.331651 -22.956257, -43.331619 -22.955946, -43.331442 -22.955546, -43.331705 -22.955363, -43.331957 -22.9552, -43.331989 -22.955091, -43.331919 -22.954997, -43.331876 -22.95478, -43.331726 -22.954691, -43.331812 -22.954573, -43.331474 -22.954499, -43.33134 -22.954375, -43.331195 -22.954128, -43.332638 -22.954133, -43.332987 -22.954108, -43.332992 -22.954464, -43.333014 -22.954533, -43.333239 -22.954523, -43.333926 -22.955956, -43.334462 -22.955788, -43.334575 -22.956163, -43.334961 -22.957117, -43.333373 -22.957887, -43.333239 -22.957793, -43.331619 -22.958554, -43.33171 -22.95887, -43.331313 -22.959048, -43.331496 -22.959384, -43.331104 -22.959567, -43.330117 -22.959991, -43.330106 -22.95969, -43.330004 -22.959418, -43.329806 -22.958811, -43.329296 -22.958737, -43.32936 -22.958184))"
1213,VILA SANTA TERESINHA,Milícia,,ok,"POLYGON ((-43.313552 -22.998412, -43.313428 -22.998412, -43.313192 -22.998383, -43.31324 -22.998259, -43.313267 -22.998155, -43.31338 -22.998165, -43.313412 -22.997815, -43.313498 -22.997583, -43.313621 -22.997607, -43.313729 -22.997435, -43.314281 -22.996477, -43.314453 -22.996546, -43.314582 -22.996753, -43.314962 -22.99742, -43.313552 -22.998412))"
1215,LAGOA DO ITANHANGA (MUZEMA),Milícia,,ok,"POLYGON ((-43.321148 -22.994148, -43.32104 -22.994385, -43.3214 -22.994745, -43.321362 -22.994938, -43.320976 -22.995447, -43.320799 -22.995827, -43.320826 -22.996755, -43.320483 -22.997012, -43.320134 -22.996893, -43.320263 -22.996503, -43.320054 -22.995733, -43.320193 -22.99513, -43.319866 -22.995239, -43.319646 -22.995234, -43.319673 -22.994938, -43.319522 -22.994528, -43.319281 -22.994508, -43.319024 -22.994414, -43.318997 -22.994094, -43.319259 -22.994138, -43.319581 -22.99396, -43.320236 -22.99399, -43.320745 -22.993787, -43.320783 -22.994039, -43.321234 -22.993536, -43.321148 -22.994148))"
1216,VILA NOVA,Milícia,,ok,"POLYGON ((-43.577677 -22.895528, -43.577221 -22.895642, -43.576894 -22.895795, -43.576798 -22.89576, -43.576771 -22.89451, -43.576755 -22.894303, -43.576653 -22.894204, -43.576599 -22.89411, -43.576513 -22.891852, -43.576342 -22.8877, -43.576272 -22.884715, -43.576604 -22.884829, -43.577023 -22.885032, -43.577393 -22.885274, -43.577414 -22.885348, -43.577731 -22.885343, -43.578632 -22.885338, -43.579254 -22.885313, -43.579217 -22.887374, -43.579335 -22.888624, -43.579351 -22.889128, -43.579614 -22.890102, -43.579807 -22.890932, -43.579903 -22.891234, -43.580231 -22.891481, -43.581663 -22.892062, -43.582661 -22.892546, -43.583938 -22.893267, -43.58427 -22.893554, -43.584796 -22.894206, -43.584882 -22.894434, -43.584646 -22.894888, -43.58426 -22.895254, -43.583508 -22.89558, -43.582639 -22.895748, -43.581298 -22.895926, -43.580429 -22.896074, -43.579914 -22.895946, -43.579238 -22.895699, -43.578766 -22.895501, -43.578487 -22.895471, -43.577924 -22.895513, -43.577677 -22.895528))"
1217,JARDIM MARAVILHA,Milícia,,ok,"POLYGON ((-43.605334 -22.950849, -43.607029 -22.952192, -43.607791 -22.952657, -43.608767 -22.953161, -43.609518 -22.953773, -43.609872 -22.954791, -43.610269 -22.956322, -43.610805 -22.958179, -43.611492 -22.960234, -43.612007 -22.961143, -43.613552 -22.962407, -43.614582 -22.963474, -43.616256 -22.963988, -43.61956 -22.964581, -43.620376 -22.964936, -43.62132 -22.965964, -43.622564 -22.967465, -43.622564 -22.968216, -43.623208 -22.96873, -43.622392 -22.968611, -43.62089 -22.968216, -43.619388 -22.968255, -43.618358 -22.968414, -43.617071 -22.969125, -43.615869 -22.970192, -43.614796 -22.971258, -43.613766 -22.972128, -43.612908 -22.973234, -43.612136 -22.974419, -43.610591 -22.975644, -43.60823 -22.976158, -43.605484 -22.975486, -43.603381 -22.973827, -43.603081 -22.970863, -43.602652 -22.968255, -43.600763 -22.968572, -43.601106 -22.96786, -43.599862 -22.968137, -43.598961 -22.967347, -43.59866 -22.966477, -43.597673 -22.965885, -43.597888 -22.964739, -43.598017 -22.963948, -43.597759 -22.962526, -43.597802 -22.960748, -43.599004 -22.960708, -43.599948 -22.959918, -43.60072 -22.959009, -43.600763 -22.958298, -43.600377 -22.956836, -43.599304 -22.955453, -43.600248 -22.954425, -43.601836 -22.953793, -43.602265 -22.953437, -43.602136 -22.952173, -43.602694 -22.951698, -43.603381 -22.951382, -43.603982 -22.950987, -43.604797 -22.950236, -43.604905 -22.950513, -43.605334 -22.950849))"
1218,CABUÇU,Milícia,,ok,"POLYGON ((-43.554881 -22.787559, -43.554108 -22.795393, -43.550589 -22.790487, -43.549731 -22.788429, -43.544667 -22.785818, -43.538744 -22.781307, -43.546641 -22.772919, -43.539173 -22.768883, -43.542607 -22.764925, -43.544752 -22.766033, -43.549817 -22.760889, -43.553164 -22.759385, -43.554709 -22.756694, -43.557198 -22.761364, -43.562863 -22.763659, -43.559773 -22.76912, -43.560374 -22.773235, -43.561919 -22.774976, -43.56046 -22.781782, -43.559687 -22.78653, -43.554881 -22.787559))"
1219,FAVELA ASA BRANCA,Milícia,,ok,"POLYGON ((-43.393766 -22.966861, -43.393766 -22.965795, -43.391857 -22.964886, -43.392822 -22.962871, -43.393959 -22.962436, -43.397135 -22.963187, -43.396921 -22.963858, -43.394925 -22.963681, -43.394732 -22.967316, -43.393766 -22.966861))"
1220,FAVELA CABEÇA DE PORCO,Milícia,,ok,"POLYGON ((-43.375855 -22.9177, -43.375732 -22.91771, -43.375657 -22.917848, -43.375373 -22.91768, -43.375442 -22.917557, -43.375303 -22.917498, -43.375265 -22.917577, -43.375019 -22.917483, -43.37416 -22.915724, -43.374445 -22.915279, -43.374568 -22.915319, -43.374643 -22.915156, -43.374842 -22.915235, -43.375137 -22.914899, -43.376252 -22.9156, -43.375941 -22.916134, -43.376258 -22.916332, -43.375877 -22.91693, -43.376204 -22.917122, -43.376161 -22.917172, -43.375855 -22.9177))"
1224,ENGENHO ITAGUAÍ,Milícia,,ok,"POLYGON ((-43.800278 -22.870955, -43.79861 -22.870683, -43.796797 -22.870322, -43.79463 -22.869843, -43.791744 -22.869343, -43.791025 -22.869279, -43.784201 -22.87011, -43.783171 -22.858286, -43.783794 -22.85798, -43.784115 -22.857476, -43.784394 -22.856477, -43.785102 -22.856111, -43.801647 -22.871232, -43.800278 -22.870955))"
1225,FAVELA DOIS IRMÃOS,Milícia,,ok,"POLYGON ((-43.391203 -22.953603, -43.391444 -22.953225, -43.391195 -22.953074, -43.390283 -22.95224, -43.390111 -22.951938, -43.390002 -22.951676, -43.389935 -22.951359, -43.389935 -22.951027, -43.390117 -22.950155, -43.390233 -22.94969, -43.390407 -22.949239, -43.391004 -22.948614, -43.391279 -22.948433, -43.391624 -22.948326, -43.392161 -22.947999, -43.392758 -22.947663, -43.393194 -22.947398, -43.393539 -22.94706, -43.393613 -22.947475, -43.393757 -22.948259, -43.393796 -22.94842, -43.393769 -22.948656, -43.393654 -22.948954, -43.39378 -22.948938, -43.394079 -22.948872, -43.39414 -22.948719, -43.394414 -22.94873, -43.394617 -22.948634, -43.394658 -22.948422, -43.39502 -22.948412, -43.39553 -22.948333, -43.395948 -22.949577, -43.396227 -22.950338, -43.396506 -22.951148, -43.395927 -22.951385, -43.39553 -22.95218, -43.395712 -22.953529, -43.395316 -22.953835, -43.394951 -22.953824, -43.394682 -22.953941, -43.394339 -22.954018, -43.393802 -22.954408, -43.39333 -22.953895, -43.393051 -22.953786, -43.392429 -22.953628, -43.392246 -22.953613, -43.392 -22.953678, -43.391506 -22.954043, -43.391203 -22.953603))"
1226,FAVELA POERABA,Milícia,,ok,"POLYGON ((-43.582968 -22.918244, -43.583109 -22.918318, -43.583044 -22.918411, -43.583369 -22.918666, -43.583486 -22.919138, -43.58361 -22.919681, -43.583352 -22.919696, -43.583008 -22.919597, -43.58288 -22.91953, -43.582794 -22.919615, -43.58243 -22.919455, -43.582371 -22.919766, -43.582194 -22.919997, -43.5817 -22.920372, -43.581292 -22.920175, -43.581217 -22.919789, -43.580509 -22.919631, -43.580457 -22.919375, -43.581613 -22.919313, -43.581599 -22.91898, -43.581881 -22.918945, -43.58185 -22.918646, -43.582347 -22.918585, -43.582337 -22.918219, -43.582534 -22.918324, -43.582586 -22.918403, -43.582735 -22.918376, -43.582756 -22.918313, -43.582664 -22.918242, -43.58281 -22.918226, -43.582968 -22.918244))"
1227,VILA ALZIRA,Milícia,,ok,"POLYGON ((-43.630212 -22.915418, -43.629793 -22.915092, -43.629675 -22.914756, -43.629632 -22.913936, -43.629418 -22.913343, -43.628956 -22.912859, -43.627787 -22.911989, -43.626489 -22.91106, -43.625384 -22.910645, -43.625555 -22.910329, -43.626263 -22.909301, -43.626317 -22.908422, -43.626317 -22.908688, -43.62636 -22.908926, -43.62651 -22.909104, -43.626843 -22.909212, -43.627047 -22.909321, -43.627079 -22.909617, -43.627368 -22.909924, -43.627723 -22.910042, -43.628002 -22.910299, -43.628356 -22.910635, -43.628806 -22.910685, -43.629257 -22.910823, -43.629654 -22.910615, -43.630072 -22.910477, -43.630619 -22.910299, -43.630909 -22.91022, -43.631048 -22.910408, -43.631424 -22.910536, -43.63181 -22.910803, -43.632186 -22.911149, -43.632229 -22.911475, -43.632261 -22.911831, -43.6324 -22.912147, -43.632304 -22.912375, -43.632808 -22.91272, -43.632239 -22.915152, -43.631918 -22.915102, -43.631799 -22.915715, -43.630212 -22.915418))"
1228,SANTA TERESINHA,Milícia,,ok,"POLYGON ((-43.577551 -22.89959, -43.577564 -22.900178, -43.577599 -22.900904, -43.577685 -22.901804, -43.577862 -22.903632, -43.578017 -22.905441, -43.576585 -22.905147, -43.575858 -22.90499, -43.575441 -22.904877, -43.574809 -22.904796, -43.57445 -22.90469, -43.574281 -22.904729, -43.573726 -22.904571, -43.573254 -22.904447, -43.572771 -22.904349, -43.570566 -22.903929, -43.570486 -22.902703, -43.571339 -22.902352, -43.571757 -22.902254, -43.572047 -22.902273, -43.572358 -22.902298, -43.572583 -22.902278, -43.572841 -22.902194, -43.5735 -22.901819, -43.573951 -22.901557, -43.575904 -22.900405, -43.577003 -22.899689, -43.577309 -22.899486, -43.577433 -22.899402, -43.577551 -22.89959))"
1229,AFONSO VISEU,Milícia,,ok,"POLYGON ((-43.575456 -22.924344, -43.576035 -22.924838, -43.574147 -22.926479, -43.572945 -22.927704, -43.572835 -22.927793, -43.572436 -22.92723, -43.571744 -22.926241, -43.571186 -22.925545, -43.570927 -22.925349, -43.570936 -22.925514, -43.571105 -22.925656, -43.571304 -22.92592, -43.571593 -22.92638, -43.57198 -22.926992, -43.570692 -22.929937, -43.569491 -22.93136, -43.56904 -22.931498, -43.567795 -22.931518, -43.567452 -22.928139, -43.568461 -22.928, -43.569147 -22.926578, -43.570016 -22.924764, -43.568455 -22.92386, -43.568933 -22.92306, -43.570027 -22.921281, -43.571379 -22.921498, -43.573332 -22.922309, -43.575992 -22.923771, -43.575456 -22.924344))"
1231,MORRO DA MUZEMA,Milícia,,ok,"POLYGON ((-43.322475 -22.989174, -43.321724 -22.989974, -43.321269 -22.990674, -43.320518 -22.990012, -43.319971 -22.990012, -43.319295 -22.990229, -43.318866 -22.990051, -43.318587 -22.989024, -43.31872 -22.988483, -43.319342 -22.9879, -43.319138 -22.987406, -43.319439 -22.986932, -43.32034 -22.987377, -43.322507 -22.98786, -43.32299 -22.988433, -43.323591 -22.988641, -43.322475 -22.989174))"
1232,VILA DA AMIZADE,Milícia,,ok,"POLYGON ((-43.30757 -22.894977, -43.307698 -22.894839, -43.30779 -22.894854, -43.307693 -22.895535, -43.307629 -22.895728, -43.307468 -22.895768, -43.307248 -22.89561, -43.307194 -22.895486, -43.306781 -22.895516, -43.306706 -22.895407, -43.306829 -22.895259, -43.307049 -22.895229, -43.307076 -22.895066, -43.307334 -22.894893, -43.307751 -22.894624, -43.307414 -22.894888, -43.30757 -22.894977))"
1234,JARDIM PAULISTA,Milícia,,ok,"POLYGON ((-43.637213 -22.91808, -43.637119 -22.919013, -43.637153 -22.919522, -43.637299 -22.920831, -43.63736 -22.923011, -43.637556 -22.923277, -43.637314 -22.923504, -43.637193 -22.923291, -43.635108 -22.921912, -43.634732 -22.921908, -43.63445 -22.921908, -43.633691 -22.917121, -43.634246 -22.917156, -43.634721 -22.917097, -43.637306 -22.917586, -43.637213 -22.91808))"
1235,TELERJ,Milícia,,ok,"POLYGON ((-43.61846 -22.901995, -43.618245 -22.903062, -43.618288 -22.90322, -43.618782 -22.903102, -43.6192 -22.903062, -43.619275 -22.902894, -43.619522 -22.902954, -43.619436 -22.903132, -43.619919 -22.903329, -43.621561 -22.904011, -43.621217 -22.904767, -43.620767 -22.905449, -43.620016 -22.906329, -43.618717 -22.905731, -43.614807 -22.90369, -43.61375 -22.903013, -43.614276 -22.902489, -43.61463 -22.901214, -43.614726 -22.900957, -43.615043 -22.9007, -43.615362 -22.900582, -43.615446 -22.900246, -43.618149 -22.901985, -43.61846 -22.901995))"
1236,COMUNIDADE NOSSA SENHORA APARECIDA,Milícia,,ok,"POLYGON ((-43.623461 -22.913583, -43.622597 -22.91345, -43.622634 -22.914057, -43.622141 -22.913964, -43.62211 -22.913923, -43.622101 -22.913861, -43.621926 -22.913836, -43.621517 -22.913771, -43.620844 -22.913632, -43.620741 -22.912133, -43.620709 -22.911557, -43.621277 -22.910544, -43.622157 -22.909057, -43.622554 -22.909428, -43.622887 -22.909744, -43.623198 -22.909966, -43.62352 -22.91011, -43.623863 -22.910208, -43.624163 -22.910263, -43.624399 -22.910322, -43.624721 -22.91048, -43.625097 -22.91072, -43.623461 -22.913583))"
1237,PADRE BELIZÁRIO,Milícia,,ok,"POLYGON ((-43.566707 -22.910388, -43.566766 -22.910902, -43.566836 -22.911905, -43.566702 -22.912004, -43.56661 -22.912132, -43.566562 -22.9123, -43.566616 -22.913318, -43.566685 -22.91401, -43.564341 -22.913017, -43.564325 -22.912898, -43.566165 -22.910442, -43.566707 -22.910388))"
1238,GARDENIA AZUL,Milícia,,ok,"POLYGON ((-43.349843 -22.963186, -43.349092 -22.963186, -43.348845 -22.960282, -43.348545 -22.960292, -43.348513 -22.959551, -43.348438 -22.958642, -43.343824 -22.958899, -43.343824 -22.959403, -43.344253 -22.960242, -43.343996 -22.960331, -43.343578 -22.959492, -43.343578 -22.958859, -43.343567 -22.958079, -43.345541 -22.95801, -43.345637 -22.958395, -43.346324 -22.958316, -43.346431 -22.958118, -43.34847 -22.957802, -43.34862 -22.958148, -43.350433 -22.95802, -43.350422 -22.958346, -43.352965 -22.958276, -43.3536 -22.958348, -43.356924 -22.962831, -43.34995 -22.963374, -43.349843 -22.963186))"
1239,FIGUEIRA DA MUZEMA,Milícia,,ok,"POLYGON ((-43.32299 -22.988433, -43.322411 -22.987811, -43.320158 -22.987298, -43.318827 -22.986478, -43.319042 -22.98633, -43.319267 -22.986409, -43.319374 -22.9863, -43.319793 -22.986458, -43.320158 -22.986339, -43.320329 -22.985441, -43.321048 -22.985283, -43.321788 -22.98547, -43.322228 -22.985668, -43.321971 -22.985865, -43.322142 -22.986162, -43.322314 -22.986251, -43.322732 -22.986744, -43.323087 -22.986863, -43.323269 -22.98709, -43.323505 -22.987386, -43.324127 -22.987278, -43.324159 -22.987564, -43.325104 -22.987367, -43.325254 -22.987525, -43.32535 -22.98787, -43.325662 -22.987831, -43.326091 -22.988147, -43.323945 -22.988552, -43.32299 -22.988433))"
1240,VILA ALBANO,Milícia,,ok,"POLYGON ((-43.355598 -22.902799, -43.355351 -22.902948, -43.35507 -22.903182, -43.3553 -22.903498, -43.354418 -22.904161, -43.353974 -22.904493, -43.35368 -22.904704, -43.352985 -22.903906, -43.35426 -22.90298, -43.355171 -22.902278, -43.355281 -22.902251, -43.355598 -22.902799))"
1241,VILA IGARATÁ,Milícia,,ok,"POLYGON ((-43.618293 -22.913152, -43.618188 -22.913206, -43.617601 -22.913092, -43.616485 -22.912882, -43.616134 -22.912657, -43.615793 -22.912477, -43.615392 -22.912393, -43.614632 -22.912254, -43.613325 -22.911988, -43.61318 -22.911942, -43.61304 -22.911976, -43.612877 -22.912054, -43.612778 -22.91216, -43.611678 -22.911923, -43.611636 -22.911276, -43.61155 -22.910461, -43.611067 -22.90628, -43.610606 -22.90209, -43.612108 -22.901438, -43.612408 -22.90205, -43.613374 -22.90296, -43.614704 -22.903849, -43.617429 -22.905213, -43.618287 -22.913025, -43.618293 -22.913152))"
1242,JARDIM GUANDU,Milícia,,ok,"POLYGON ((-43.603498 -22.838028, -43.603584 -22.835417, -43.602081 -22.835378, -43.601352 -22.83423, -43.60118 -22.832886, -43.599893 -22.832688, -43.598777 -22.831936, -43.598305 -22.830236, -43.603517 -22.83009, -43.604013 -22.830157, -43.604313 -22.829919, -43.610018 -22.83017, -43.614312 -22.823195, -43.61663 -22.823709, -43.619548 -22.826953, -43.611051 -22.837316, -43.607188 -22.837316, -43.606802 -22.838977, -43.606931 -22.840915, -43.607961 -22.841547, -43.606631 -22.844632, -43.605472 -22.841785, -43.603498 -22.838028))"
1243,FAVELA DO RATO,Milícia,,ok,"POLYGON ((-43.284083 -22.881417, -43.283998 -22.881155, -43.285339 -22.87988, -43.28565 -22.880147, -43.286594 -22.881155, -43.28654 -22.881392, -43.285414 -22.881887, -43.284813 -22.881946, -43.284126 -22.881758, -43.284083 -22.881417))"
1244,VILA SANTO ANTONIO,Milícia,,ok,"POLYGON ((-43.330365 -22.885439, -43.330628 -22.885469, -43.330558 -22.884317, -43.330462 -22.883665, -43.330365 -22.883092, -43.33043 -22.883072, -43.330419 -22.88277, -43.330666 -22.88276, -43.330945 -22.882805, -43.330945 -22.882123, -43.331261 -22.882236, -43.331277 -22.883245, -43.331283 -22.883556, -43.331406 -22.883551, -43.331352 -22.884194, -43.331385 -22.884376, -43.331476 -22.88446, -43.331374 -22.885192, -43.331213 -22.885241, -43.331127 -22.885632, -43.331122 -22.885983, -43.331401 -22.886126, -43.331256 -22.886477, -43.331138 -22.886704, -43.330725 -22.88701, -43.330365 -22.885439))"
1245,KM33,Milícia,,ok,"POLYGON ((-43.615975 -22.842836, -43.608551 -22.842242, -43.613314 -22.834886, -43.621297 -22.835202, -43.621683 -22.835914, -43.62443 -22.836191, -43.624344 -22.838841, -43.624987 -22.84153, -43.625145 -22.843362, -43.615975 -22.842836))"
1246,KM35,Milícia,,ok,"POLYGON ((-43.615957 -22.831184, -43.619562 -22.827348, -43.618489 -22.825765, -43.618962 -22.825054, -43.62085 -22.825647, -43.622695 -22.828969, -43.622266 -22.831461, -43.615957 -22.831184))"
1247,FAVELINHA (MORRO DA CHACRINHA),Milícia,,ok,"POLYGON ((-43.359791 -22.90423, -43.359689 -22.904339, -43.359635 -22.904487, -43.359565 -22.90466, -43.359394 -22.9047, -43.359324 -22.905036, -43.359308 -22.905184, -43.359217 -22.905293, -43.359249 -22.905426, -43.359201 -22.90551, -43.359029 -22.905495, -43.358809 -22.905644, -43.358621 -22.905644, -43.35846 -22.905525, -43.358348 -22.905555, -43.358235 -22.905545, -43.358063 -22.905624, -43.357999 -22.905728, -43.358004 -22.905876, -43.357886 -22.905846, -43.357763 -22.905718, -43.357634 -22.905757, -43.357366 -22.905031, -43.357055 -22.904418, -43.357446 -22.904235, -43.357822 -22.904136, -43.358047 -22.903939, -43.358208 -22.90388, -43.358573 -22.903959, -43.358777 -22.903894, -43.359131 -22.903954, -43.35919 -22.903924, -43.359517 -22.903973, -43.359807 -22.904008, -43.359791 -22.90423))"
1248,NOVA JERSEY,Milícia,,ok,"POLYGON ((-43.632513 -22.925352, -43.632374 -22.925436, -43.632237 -22.925501, -43.632186 -22.925516, -43.632105 -22.925615, -43.632034 -22.925728, -43.631936 -22.925804, -43.631731 -22.925977, -43.631581 -22.926094, -43.631381 -22.92618, -43.631294 -22.926382, -43.631047 -22.926738, -43.631217 -22.926795, -43.631196 -22.926908, -43.631137 -22.927065, -43.630982 -22.927341, -43.630808 -22.927608, -43.630589 -22.927953, -43.6305 -22.928103, -43.63044 -22.928256, -43.630443 -22.92827, -43.630282 -22.928281, -43.630006 -22.928279, -43.629937 -22.928277, -43.629927 -22.928463, -43.629909 -22.928693, -43.629902 -22.928933, -43.629888 -22.929171, -43.629935 -22.929571, -43.630049 -22.930009, -43.630155 -22.930468, -43.630253 -22.930833, -43.630256 -22.93129, -43.629361 -22.931494, -43.628788 -22.931637, -43.628374 -22.931752, -43.628321 -22.931738, -43.628179 -22.93164, -43.628046 -22.93151, -43.62798 -22.931516, -43.627956 -22.931533, -43.627918 -22.931507, -43.627807 -22.931499, -43.627686 -22.931516, -43.627576 -22.931533, -43.62752 -22.931525, -43.627302 -22.931507, -43.627171 -22.931508, -43.627145 -22.931493, -43.626457 -22.931841, -43.626107 -22.932024, -43.625564 -22.932034, -43.625254 -22.931703, -43.625278 -22.931421, -43.625402 -22.931132, -43.625602 -22.930622, -43.625465 -22.93042, -43.625092 -22.930096, -43.624746 -22.929761, -43.624498 -22.929614, -43.624303 -22.929902, -43.623687 -22.929519, -43.623919 -22.92921, -43.623923 -22.929153, -43.624087 -22.928447, -43.624344 -22.927004, -43.624516 -22.92653, -43.624666 -22.926134, -43.624945 -22.925423, -43.625224 -22.924632, -43.625524 -22.924712, -43.626146 -22.9257, -43.626447 -22.926174, -43.627048 -22.92568, -43.627563 -22.925186, -43.628206 -22.924138, -43.629397 -22.923116, -43.630514 -22.923738, -43.631404 -22.924079, -43.631797 -22.924341, -43.632192 -22.924618, -43.632416 -22.92493, -43.632526 -22.925238, -43.632513 -22.925352))"
1249,VILA RUDICEIA,Milícia,,ok,"POLYGON ((-43.549803 -22.917176, -43.548998 -22.917463, -43.548601 -22.91769, -43.547743 -22.918174, -43.547743 -22.916821, -43.547711 -22.916475, -43.5474 -22.915022, -43.547518 -22.914676, -43.547754 -22.914429, -43.548129 -22.914192, -43.548376 -22.914271, -43.548805 -22.914429, -43.549256 -22.914488, -43.549889 -22.914528, -43.550264 -22.91605, -43.550307 -22.916406, -43.550425 -22.917028, -43.549803 -22.917176))"
1250,PADRE BELIZÁRIO II,Milícia,,ok,"POLYGON ((-43.566685 -22.91401, -43.569598 -22.914303, -43.569585 -22.914894, -43.569756 -22.915249, -43.569048 -22.915724, -43.568876 -22.916336, -43.569563 -22.91687, -43.568919 -22.918451, -43.568662 -22.919083, -43.567997 -22.919222, -43.567031 -22.918886, -43.565594 -22.918866, -43.563576 -22.918609, -43.563705 -22.917957, -43.563705 -22.916949, -43.563576 -22.915625, -43.563426 -22.914202, -43.564341 -22.913017, -43.566685 -22.91401))"
1251,CONJUNTO VILA MANGUEIRAL,Milícia,,ok,"POLYGON ((-43.554879 -22.917847, -43.555384 -22.918114, -43.555641 -22.91848, -43.555845 -22.918954, -43.555909 -22.919369, -43.555909 -22.919863, -43.555909 -22.920199, -43.555974 -22.920713, -43.556006 -22.92096, -43.555909 -22.921187, -43.556047 -22.923183, -43.555777 -22.923262, -43.555624 -22.922717, -43.555499 -22.922191, -43.555432 -22.921802, -43.55533 -22.921815, -43.555205 -22.92102, -43.554833 -22.921032, -43.554734 -22.920718, -43.554974 -22.920614, -43.55522 -22.920466, -43.55511 -22.920318, -43.555287 -22.920169, -43.555276 -22.919922, -43.55504 -22.919616, -43.554547 -22.919162, -43.554278 -22.918845, -43.55416 -22.918282, -43.55401 -22.918015, -43.553806 -22.917956, -43.553967 -22.917837, -43.553892 -22.917561, -43.554879 -22.917847))"
1252,CARIRI,Milícia,,ok,"POLYGON ((-43.394887 -22.961033, -43.395015 -22.960223, -43.394382 -22.959423, -43.393953 -22.959462, -43.393513 -22.957506, -43.39346 -22.956331, -43.395455 -22.957595, -43.396153 -22.956993, -43.396614 -22.957328, -43.396635 -22.957852, -43.396153 -22.95803, -43.39582 -22.958988, -43.395187 -22.958771, -43.394554 -22.959205, -43.395359 -22.960085, -43.395423 -22.961132, -43.394887 -22.961033))"
